name,description,url,type,usage_count
BigQuery,"Provides secure, read-only access to BigQuery datasets. Enables natural language querying of BigQuery data with a 1GB processing limit.",https://smithery.ai/server/@ergut/mcp-bigquery-server,Remote,1.58k
Selenium WebDriver Automation,Enable browser automation through standardized MCP clients.,https://smithery.ai/server/@angiejones/mcp-selenium,Local,
Elasticsearch Server,Interact with Elasticsearch for searching documents and managing clusters.,https://smithery.ai/server/elasticsearch-mcp-server,Remote,
Browser Use (used by Deploya.dev),"Automate your web browsing tasks with AI-driven control. Navigate pages, fill forms, and interact with elements using natural language commands. Enhance your browsing experience with visual understanding and state persistence across sessions.",https://smithery.ai/server/@Deploya-labs/mcp-browser-use,Remote,
Figma MCP Python,Access Figma files and prototypes directly from your AI coding agents. Streamline your design workflow by integrating Figma with your development environment. Enhance your projects with seamless access to design assets and prototypes.,https://smithery.ai/server/@JayZeeDesign/figma-mcp,Remote,
Supabase MCP Server,"Enable your favorite IDE to safely execute SQL queries, manage your database end-to-end, access Management API, and handle user authentication with built-in safety controls.",https://smithery.ai/server/@Anthony9906/supabase-mcp-server,Remote,
Netlify MCP Server,Manage and deploy your Netlify sites effortlessly.,https://smithery.ai/server/@DynamicEndpoints/Netlify-MCP-Server,Remote,
Supabase MCP Server,"Enable your favorite IDE to safely execute SQL queries, manage your database end-to-end, access Management API, and handle user authentication with built-in safety controls.",https://smithery.ai/server/@davesbits/supabase-mcp-server,Local,
MCP Proxy,Enable connection to SSE-based MCP servers.,https://smithery.ai/server/mcp-proxy,Remote,
Perplexity Server,"Integrate AI-powered research capabilities seamlessly. Perform web searches, retrieve documentation, and analyze code with ease.",https://smithery.ai/server/@wysh3/perplexity-mcp-server,Remote,
Playwright Server,"Leverage powerful browser automation tools to navigate, interact, and capture content from web pages. Simplify your web testing and scraping tasks with a user-friendly interface for managing notes and executing browser commands. Enhance your productivity by integrating seamless web interactions into your applications.",https://smithery.ai/server/@williamvd4/playwright-plus-python-mcp,Remote,
Supabase Notes,"Create, manage, and summarize notes using Supabase as a backend.",https://smithery.ai/server/@tengfone/supabase-nextjs-mcp-server,Remote,
Data Visualization Server,Visualize data using Vega-Lite syntax and save data tables for later use. Fork of https://github.com/isaacwasserman/mcp-vegalite-server,https://smithery.ai/server/@markomitranic/mcp-vegalite-server,Remote,
HR Response Server,Connect to HR knowledge bases and get answers to HR-related queries. Forward requests seamlessly to an N8N webhook for efficient processing. Enjoy secure API key authentication and a lightweight implementation for easy integration with AI tools.,https://smithery.ai/server/@wonghunghing/hr_response_mcp_n8n,Remote,
WebMCP,"Enable websites to seamlessly share tools, resources, and prompts with client-side LLMs. Enhance user experience by allowing LLMs to access a variety of functionalities without the need for API keys. Connect to multiple WebMCP-enabled sites effortlessly for a richer interaction.",https://smithery.ai/server/@jasonjmcghee/webmcp,Local,
MetaMCP Server,Manage multiple MCP servers seamlessly. Route requests and configurations dynamically across various MCPs.,https://smithery.ai/server/@metatool-ai/mcp-server-metamcp,Remote,
OpenAPI MCP Server,"This project will install MCP - Model Context Protocol Server, that provides configured REST API's as context to LLM's.
Using this we can enable LLMs to interact with RestAPI's and perform REST API call's using LLM prompts.
Currently we support HTTP API Call's GET/PUT/POST/PATCH.",https://smithery.ai/server/@rahgadda/openapi_mcp_server,Local,
Outline Document Search Server,"Search and retrieve documents from Outline knowledge bases seamlessly. Enhance your MCP clients with powerful document search capabilities, supporting both interactive credentials and environment variables for secure access. Integrate effortlessly with Claude Desktop and other MCP clients to streamline your knowledge management.",https://smithery.ai/server/@ChrisL108/outline-mcp,Remote,
RAG Documentation Server,Enhance AI responses with relevant documentation by retrieving and processing information through vector search. Build documentation-aware AI assistants and create context-aware tooling for developers with ease.,https://smithery.ai/server/@sanderkooger/mcp-server-ragdocs,Remote,
GemSuite,Leverage the power of Gemini API for intelligent model selection and advanced file handling. Optimize your AI operations with seamless integration and efficient processing across various file types. Enhance your productivity by utilizing the right tools for your specific tasks effortlessly.,https://smithery.ai/server/@PV-Bhat/gemsuite-mcp,Remote,
Email sending (used by Deploya.dev),Compose and send emails directly from your LLM applications without the hassle of copying and pasting. Integrate seamlessly with Resend's API to streamline your email communication. Enhance your productivity by letting your agents handle email tasks effortlessly.,https://smithery.ai/server/@Deploya-labs/mcp-resend,Remote,
RAG Documentation,An MCP server for semantic documentation search and retrieval using vector databases to augment LLM capabilities.,https://smithery.ai/server/@hannesrudolph/mcp-ragdocs,Remote,
时间查询服务器,获取准确的时间和日期信息，支持多种时区和日期计算。通过简单的查询，快速获取当前时间、日期差异和格式化时间显示。,https://smithery.ai/server/@1259187996/mcp-time,Local,
Redmine,Integrates with Redmine's REST API to provide ticket and project information.,https://smithery.ai/server/@yonaka15/mcp-server-redmine,Remote,
CouchDB MCP Server,Manage CouchDB databases and documents effortlessly.,https://smithery.ai/server/@robertoamoreno/couchdb-mcp-server,Local,
Yet Another Linear MCP Server,"Supports creating issues, updating descriptions, adding comments, changing state, and assigning issues.


Capabilities:
* create_issue
* update_issue_description
* add_comment
* assign_issue
* change_issue_state
* get_issue
* get_issue_comments
* search_issues_by_title_or_description
* search_issues_by_state_and_assignee
* search_issues_by_assignee
* list_issue_states
* get_team_members",https://smithery.ai/server/@context-labs/linear-mcp,Remote,
Vega-Lite Data Visualization Server,Provides an interface for visualizing data using Vega-Lite syntax.,https://smithery.ai/server/mcp-server-vegalite,Remote,
Nostr MCP Server,Enable AI models to post notes and interact with the Nostr network.,https://smithery.ai/server/@AbdelStark/nostr-mcp,Remote,
Filesystem Server,Access and manipulate files seamlessly with our server. Streamline your workflows by integrating file operations directly into your applications. Enhance your projects with robust file handling capabilities.,https://smithery.ai/server/@cheny-alf/filesystem-server,Remote,
Make MCP Server,Transform your Make scenarios into callable tools for AI assistants. Leverage your existing automation workflows while enabling AI systems to trigger and interact with them seamlessly.,https://smithery.ai/server/@integromat/make-mcp-server,Remote,
Filesystem Server,"Go server implementing Model Context Protocol (MCP) for filesystem operations, allowing read, write, and other operations within specified directories.",https://smithery.ai/server/@mark3labs/mcp-filesystem-server,Local,
GitHub Integration Server,"Enable your AI assistants to manage GitHub repositories, track issues, and perform file operations seamlessly. Streamline your development workflow by automating GitHub tasks with this powerful MCP server. Enhance collaboration and efficiency in your projects with easy access to GitHub's capabilities.",https://smithery.ai/server/@renantrendt/mcp-github,Remote,
QUANT AGI Tool Development,Empower your agents with advanced quantitative analysis and decision-making capabilities. Leverage sophisticated algorithms to enhance performance and insights in your applications. Transform data into actionable intelligence seamlessly and efficiently.,https://smithery.ai/server/@IAM-timmy1t/quant_agi_td,Local,
NOAA Tides and Currents,"Access real-time and historical water level, tide, and current data effortlessly. Retrieve meteorological information and moon phase details to enhance your applications. Utilize this MCP server to seamlessly integrate NOAA's Tides and Currents API into your projects.",https://smithery.ai/server/@RyanCardin15/noaa-tidesandcurrents,Remote,
Filesystem MCP Server,"Perform filesystem operations seamlessly with Claude AI. Read, write, and manage files and directories securely within specified paths. Enhance your applications with robust file handling capabilities.",https://smithery.ai/server/@ai-yliu/filesystem-mcp-server,Remote,
Airtable Integration Tool,"Connect your AI tools directly to Airtable. Query, create, update, and delete records using natural language, enabling seamless data management through a standardized interface. Enhance your productivity by integrating Airtable operations into your AI-powered applications effortlessly.",https://smithery.ai/server/@mh8974/airtable-mcp,Remote,
StarRocks MCP Server,Integrate StarRocks with your applications seamlessly. Access and manipulate data efficiently using a standardized protocol for enhanced performance and flexibility.,https://smithery.ai/server/@hagsmand/mcp-server-starrocks,Remote,
OpenAI MCP Server,Query OpenAI models directly from Claude using the MCP protocol. Integrate with multiple models for enhanced responses.,https://smithery.ai/server/@thadius83/mcp-server-openai,Remote,
Echo Map,Build and customize your own Model Context Protocol server with ease. Start with a basic setup and extend it with new functions to create powerful MCP-compatible applications. Enjoy features like graceful shutdown handling and development configurations for a smooth development experience.,https://smithery.ai/server/@ns-personal/echo-map,Remote,
MCP for Evolution API for WhatsApp Automation,"We’ve built a powerful MCP based on the open-source Evolution API. Seamlessly manage WhatsApp interactions, control instances, send messages, and fine-tune configurations—all in one place. Harness the flexibility of Evolution with the added scalability and efficiency of our MCP solution.",https://smithery.ai/server/@aiteks-ltda/mcp-evolution-whatsapp-api,Remote,
OracleDB MCP Server,"Enable LLMs to interact with Oracle Database seamlessly. 
Generate SQL statements and retrieve results using LLM prompts, enhancing your data-driven applications. 
Simplify database interactions and leverage the power of language models for efficient data management.",https://smithery.ai/server/@rahgadda/oracledb_mcp_server,Local,
Simple Timeserver,Provide local and UTC time information.,https://smithery.ai/server/mcp-simple-timeserver,Remote,
Scholarly Search,Search for academic articles in arXiv.,https://smithery.ai/server/mcp-scholarly,Remote,
My MCP Project,Integrate your applications with external data and tools seamlessly. Enhance your workflows by leveraging real-world data and actions through a standardized protocol. Experience dynamic interactions with your LLMs and external resources effortlessly.,https://smithery.ai/server/@Ujjawal-Rajput/mcp-codecommit,Local,
SEO Automation and Optimization,Automate your SEO tasks and optimize your strategies with AI-powered insights. Leverage Google Ads Keyword Planner for effective keyword research and competitor analysis. Enhance your digital marketing efforts with integrated tools for SERP analysis and SEO recommendations.,https://smithery.ai/server/@ayushsinghvi92/app-seo-ai,Remote,
Clockify Integration,"Track your time effortlessly by integrating Clockify with your applications. Start and stop timers seamlessly through a simple API, enhancing your productivity and time management. Leverage the power of MCP to streamline your time tracking operations.",https://smithery.ai/server/@rjpeart/clockify-mcp,Remote,
Model Context Protocol Server for Smithery,"Provide a simple and effective way to demonstrate Model Context Protocol functionality. Easily deployable on Smithery, it allows you to echo text and retrieve the current time in various formats. Enhance your applications with seamless integration of real-time data and tools.",https://smithery.ai/server/@AlexKissiJr/unreal-mcp-server,Local,
myAI Memory Sync,"Synchronize your memories effortlessly across all Claude interfaces. Automatically update your memory template without manual input, ensuring a consistent and personalized experience. Enjoy seamless integration and management of your memories with intelligent updates and caching.",https://smithery.ai/server/@Jktfe/myaimemory-mcp,Local,
Place ID Server,"Retrieve dynamic location photos from the Google Places API to enhance your wireframes and prototypes. Integrate real-time images into your projects, improving user experience and realism. Simplify the process of fetching and displaying location images with secure API management.",https://smithery.ai/server/@TimHub88/place-id-mcp-server,Local,
GitLab Communication Server,Integrate GitLab API functionalities seamlessly into your applications.,https://smithery.ai/server/@harshmaur/gitlab-mcp,Remote,
YepCode MCP Server,"This MCP Server enables AI platforms to seamlessly interact with YepCode’s infrastructure. It features a run_code tool that executes AI-generated JavaScript or Python code, with full support for NPM and PyPI packages. Additionally, it transforms YepCode processes into AI-ready tools with zero configuration, allowing users to define both input parameters and process logic effortlessly.",https://smithery.ai/server/@yepcode/mcp-server,Remote,
FigmaMind,"Extract components from Figma and transform them into a standardized JSON format for AI-driven interface reconstruction. Simplify your design workflow by automating the extraction and processing of Figma components, enabling seamless integration with applications. Enhance your design-to-code pipeline with organized and normalized component data.",https://smithery.ai/server/@joao-loker/figmamind,Remote,
Weather HTTP Server,Provide weather data and processing capabilities to your applications. Easily integrate weather-related tools and APIs into your workflows with this customizable server.,https://smithery.ai/server/@rvibek/mcp_popstat,Remote,
Ads Manager,Integrate Amazon Advertising data seamlessly with your applications. Authenticate with your API key to access and manage your advertising data securely. Start the MCP server to enable communication with Claude Desktop effortlessly.,https://smithery.ai/server/@amekala/adspirer-mcp-server,Remote,
Perplexity Search Golang,Perform real-time web searches and retrieve results with citations using the Perplexity search API. Enhance your applications with the ability to access up-to-date information and related questions seamlessly. Integrate effortlessly with your LLMs to provide enriched search capabilities.,https://smithery.ai/server/@chenxilol/perplexity-mcp-go,Local,
GraphQL API Integration,"Enable LLMs to dynamically interact with GraphQL APIs, allowing for schema introspection and query execution. Discover and utilize GraphQL capabilities seamlessly to enhance your applications.",https://smithery.ai/server/@launchthatbrand/mcp-graphql,Remote,
FastDomainCheck,"Check the registration status of multiple domain names quickly and efficiently. Validate domain availability using both WHOIS and DNS checks, ensuring accurate results with built-in error handling. Streamline your domain management process with concise output and robust input validation.",https://smithery.ai/server/@bingal/fastdomaincheck-mcp-server,Remote,
DataForSEO API Server,"Integrate powerful SEO data capabilities into your applications. Access SERP, keywords, backlinks, and on-page analysis through a simple JSON interface. Enhance your SEO strategies with real-time data and insights from DataForSEO.",https://smithery.ai/server/@Skobyn/mcp-dataforseo,Remote,
G Suite Integration,Interact with Google products like Gmail and Calendar.,https://smithery.ai/server/@alBERT-launcher/mcp-gsuite,Remote,
MCP-framework,자동,https://smithery.ai/server/@w-jeon/mcp-framework,Remote,
PayPal MCP Server,Integrate with PayPal's APIs for payment processing and business management.,https://smithery.ai/server/@DynamicEndpoints/Paypal-MCP,Remote,
MongoDB MCP Server,"Enable LLMs to interact seamlessly with MongoDB databases. Query collections, manage data, and inspect schemas using natural language commands. Simplify database operations and enhance your applications with powerful data management capabilities.",https://smithery.ai/server/@rock913/mongo-mcp,Local,
Dropbox Integration Server,"Integrate Dropbox seamlessly with your applications. Utilize powerful tools to manage files, folders, and account information directly from your MCP-compatible clients.",https://smithery.ai/server/@Albiemark/dbx-mcp-server,Local,
Crypto Price & Market Analysis Server,Provide real-time cryptocurrency price data and market analysis through an easy-to-use interface. Analyze historical trends and get detailed insights into market dynamics. Leverage the CoinCap API for comprehensive cryptocurrency analysis. Uses new V3 API (You have to use an API key),https://smithery.ai/server/@wazzan/mcp-coincap-jj,Remote,
Unity MCP Server,"Manage your Unity projects effortlessly. Create, modify, and analyze Unity scenes, prefabs, and scripts directly from your IDE. Enhance your game development workflow with seamless integration and powerful tools.",https://smithery.ai/server/@GrandMasterK414/unity-mcp-server,Local,
Airbnb Search Server,"Search for Airbnb listings and get detailed information about accommodations. Access direct links to Airbnb listings in your search results, making it easy to plan your next trip.",https://smithery.ai/server/@Domoteek/mcp-server-airbnb,Local,
Govee MCP Server,Control Govee LED devices through the Govee API.,https://smithery.ai/server/@mathd/govee_mcp_server,Remote,
Perplexity-researcher-mcp,Utilize advanced API capabilities to enhance your coding experience.,https://smithery.ai/server/@DaInfernalCoder/perplexity-mcp,Remote,
claudeus-wp-mcp,Deployed from deus-h/claudeus-wp-mcp,https://smithery.ai/server/claudeus-wp-mcp,Remote,
Autonomous Coder Agent,Enhance coding capabilities with intelligent code generation and execution.,https://smithery.ai/server/@sfatkhutdinov/autonomous-coder-agent,Remote,
mcp-server-gitlab,"Simplify your interactions with private GitLab instances. Access projects, files, commits, and merge requests through a streamlined API layer, enhancing your development workflow with ease.",https://smithery.ai/server/@tay3223/mcp-server-gitlab,Remote,
Weaviate MCP Server,Integrate Weaviate with LLMs to enhance data retrieval and manipulation capabilities.,https://smithery.ai/server/@weaviate/mcp-server-weaviate,Remote,
Twitter MCP Client,Fetch tweets effortlessly using the RapidAPI client. Integrate Twitter data into your applications with minimal setup and start leveraging social media insights today.,https://smithery.ai/server/@vaibhavgeek/twitter-rapidapi-mcp-x,Remote,
Kagi Search,MCP server that allows searching the web using Kagi API,https://smithery.ai/server/kagi-mcp,Remote,
Grokart,"MCP server that allows you to generate images using Grok's AI image generation capabilities. The server is configured with a xAI API key and is now available for use.

How to Use Image Generation
You can now ask me to generate images with commands like:

""Generate an image of a cat sitting on a mountain""
""Create an illustration of a futuristic city""
""Make a picture of an astronaut riding a horse""
""Show me what a dragon in a library would look like""
The MCP server supports generating multiple images (up to 10) and can return either URLs or base64-encoded images.

Behind the scenes, the server:

Takes your text prompt
Sends it to the Grok AI image generation API (grok-2-image model)
Returns the generated image(s) with their URLs or base64 data
Also provides the revised prompt that was used for generation
The implementation is complete and ready to use immediately!",https://smithery.ai/server/@8bitsats/grok-mcp,Local,
Memory Service,Provide semantic memory and persistent storage using ChromaDB.,https://smithery.ai/server/@doobidoo/mcp-memory-service,Local,
Bing Search,"Enable your AI assistants to perform comprehensive web, news, and image searches using the Microsoft Bing Search API. Access timely information and visual content effortlessly, enhancing the capabilities of your applications. Integrate seamlessly with MCP-compatible clients for a powerful search experience.",https://smithery.ai/server/@leehanchung/bing-search-mcp,Remote,
Twikit Twitter Search,Interact with Twitter to analyze sentiments and retrieve tweets from your timeline. Gain insights into public opinions and trends on various topics effortlessly.,https://smithery.ai/server/@metrosir/mcp-twikit,Remote,
Overseerr MCP Server,"Interact with Overseerr to manage your media requests effortlessly. Search for movies and TV shows, get detailed information, and request new media to be added to your library with ease. Streamline your media discovery and management process using this powerful tool.",https://smithery.ai/server/@jmagar/overseerr-mcp-server,Remote,
Unsplash Smart MCP Server,"Empower your AI agents to effortlessly search and deliver stunning stock photos from Unsplash. Enjoy intelligent context-aware image selection and automatic attribution management, all while streamlining your workflow with a single tool. Experience seamless integration with minimal setup for maximum efficiency.",https://smithery.ai/server/@drumnation/unsplash-smart-mcp-server,Remote,
Rootly MCP Server,Resolve production incidents in under a minute without leaving your IDE. Integrate seamlessly with your favorite MCP-compatible editors to automate incident management using Rootly's powerful API. Enhance your operational efficiency by leveraging dynamically generated tools tailored to your needs.,https://smithery.ai/server/@Rootly-AI-Labs/rootly-mcp-server,Remote,
MCP Test Server,Integrate your applications with external data and tools seamlessly. Enhance your workflows by allowing your LLMs to interact with real-world resources and perform actions dynamically.,https://smithery.ai/server/@flsion/mcp-test,Remote,
时间服务器,获取当前时间的多种格式，支持ISO、Unix时间戳和人类可读格式。通过MCP协议接口，轻松集成时间服务到您的应用中。,https://smithery.ai/server/@1259187996/time,Remote,
GraphQL MCP Toolkit,"Enable LLMs to dynamically interact with GraphQL APIs. Introspect schemas and execute queries effortlessly, enhancing your model's capabilities with real-time data access. Securely manage operations with customizable settings for production environments.",https://smithery.ai/server/@kailashAppDev/graphql-mcp-toolkit,Remote,
API to MCP Tools,Convert APIs into MCP tools effortlessly. Integrate various APIs into your MCP ecosystem with ease and enhance your applications with powerful capabilities.,https://smithery.ai/server/@JayLi52/api2mcptools,Local,
Entity Identification,Compare two sets of data to determine if they originate from the same entity. Leverage advanced text normalization and semantic analysis to ensure accurate comparisons. Simplify your data validation process with this comprehensive tool.,https://smithery.ai/server/@u3588064/entityrecognition,Remote,
Serp API Server,Access real-time search engine results and data through a simple API. Enhance your applications with powerful search capabilities and insights from various search engines. Integrate effortlessly to retrieve and analyze search data for your projects.,https://smithery.ai/server/@neoparad/serp-api-server,Remote,
Apifox MCP Server,"使用 Apifox MCP Server，可以将 Apifox 项目内的接口文档作为数据源提供给 Cursor 等支持 AI 编程的 IDE 工具以便让 AI 能够直接访问项目对应的接口文档数据。 

开发者可以通过 AI 助手完成以下工作：根据接口文档生成或修改代码、搜索接口文档内容等等，至于通过这个接口文档数据能让 AI 干什么更多更强大的活，请发挥你和你们团队的想象力😜",https://smithery.ai/server/@apifox/apifox-mcp-server,Local,
Centralized Control Server,"Manage and coordinate distributed agents and tasks seamlessly. Register agents, create tasks, and monitor their status through a secure API. Enhance your workflow orchestration with a robust and extensible server framework.",https://smithery.ai/server/@chinnuvani/test-sky-mcpserver,Remote,
Tavily Search,Perform web searches and retrieve information using the Tavily API.,https://smithery.ai/server/tavily-search,Remote,
lightRAG,"Enhance your applications with real-time data processing and interaction capabilities. Utilize our server to seamlessly integrate and manipulate external resources, enabling dynamic responses and actions. Experience a powerful toolset designed to elevate your LLM applications with ease and efficiency.",https://smithery.ai/server/@ogromwang/lightrag-mcp,Remote,
SEO Automation and Optimization,Automate your SEO tasks and optimize your content with AI-powered insights. Leverage Google Ads Keyword Planner for effective keyword research and competitor analysis. Enhance your online presence with tailored SEO recommendations and SERP analysis.,https://smithery.ai/server/@ccnn2509/app-seo-ai,Remote,
WordPress MCP,Integrate WordPress with advanced model context capabilities. Enhance your applications by leveraging real-time data and tools seamlessly within your WordPress environment.,https://smithery.ai/server/@yansircc/wp-mcp,Remote,
Discord MCP Server,Integrate your Discord bot seamlessly with MCP-compatible applications. Enhance your bot's capabilities by leveraging the Model Context Protocol for advanced interactions and functionalities.,https://smithery.ai/server/@SaseQ/discord-mcp,Remote,
ServeMyAPI,"Store API keys securely in the macOS Keychain and access them through a consistent interface. Eliminate the risks of .ENV files by providing a centralized, secure solution for managing sensitive credentials across projects. Enhance your AI assistant's capabilities by allowing it to retrieve keys using natural language commands.",https://smithery.ai/server/@Jktfe/servemyapi,Local,
Readwise MCP Server,"Access your saved articles, books, highlights, and documents effortlessly. Browse your collection, retrieve highlights, and search your entire Readwise library with ease. Enhance your AI assistant's capabilities by integrating your Readwise knowledge seamlessly.",https://smithery.ai/server/@IAmAlexander/readwise-mcp,Remote,
FileSystem Tool,"Provide controlled file system access to AI tools. Enable your agents to interact with files securely and efficiently, while maintaining strict access controls. Simplify file operations in your applications with a dedicated MCP server.",https://smithery.ai/server/@GrandMasterK414/mcp-servers-testing,Local,
PluggedinMCP Server,"Manage all your MCPs seamlessly with a unified interface. Connect multiple MCP servers and route requests efficiently, enhancing your workflow and productivity. Experience real-time updates and easy integration with various LLMs for a streamlined development process.",https://smithery.ai/server/@VeriTeknik/pluggedin-mcp,Remote,
Tradovate,"Integrate Tradovate's trading API for seamless trading automation and management. Access real-time market data, manage accounts, and execute trades effortlessly. Enhance your trading experience with powerful tools and automation capabilities.",https://smithery.ai/server/@0xjmp/mcp-tradovate,Remote,
Memory Server with Qdrant Persistence,Enable knowledge graph capabilities with semantic search functionality.,https://smithery.ai/server/@delorenj/mcp-qdrant-memory,Remote,
ITSM Integration Platform,"Unify access to various IT Service Management systems through a single, standardized API. Streamline your service management workflows and reduce the complexity of managing multiple ITSM tools. Gain real-time visibility into integration health and performance with comprehensive monitoring features.",https://smithery.ai/server/@madosh/mcp-itsm,Remote,
Cybersecurity-focused MCP Server,Integrate advanced cybersecurity features into your applications. Leverage Exa AI for enhanced security measures and real-time threat detection. Simplify your security management with a powerful and efficient MCP server.,https://smithery.ai/server/@tommyn0225/anth,Remote,
SearXNG Search Connector,An MCP server for connecting to SearXNG to perform web searches.,https://smithery.ai/server/mcp-searxng,Remote,
Website Information MCP Server,"Fetch and parse content from any website effortlessly. Utilize advanced web scraping capabilities to extract structured data, bypass bot detection, and access dynamic content. Integrate seamlessly with Cursor AI for enhanced data retrieval.",https://smithery.ai/server/@cancelei/mcp_test_booking,Remote,
LSD MCP server,"Connect Claude to the internet and enhance its capabilities with LSD SQL. Instantly gather high-quality information from any website by simply providing a link, enabling Claude to perform complex queries and actions seamlessly.",https://smithery.ai/server/@lsd-so/mcp,Remote,
Automate GUI Testing and Control,"Control mouse movements, simulate keyboard input, and take screenshots effortlessly. Enhance your applications with automated GUI testing capabilities across multiple platforms. Streamline your workflow by integrating GUI automation into your projects with ease.",https://smithery.ai/server/@hetaoBackend/mcp-pyautogui-server,Local,
Atlassian Integration,"An MCP server for accessing Atlassian Cloud products (Confluence and Jira) for secure, contextual AI interactions.",https://smithery.ai/server/mcp-atlassian,Remote,
Opik MCP Server,"Integrate seamlessly with your IDE and access all Opik features through a standardized protocol. Manage prompts, projects, and metrics efficiently with a unified interface. Leverage multiple transport options for flexible integration into various environments.",https://smithery.ai/server/@comet-ml/opik-mcp,Remote,
Clockify Time Tracker,"Manage your time entries efficiently by interacting with the Clockify API through a command-line tool. List projects, tags, and generate detailed time reports effortlessly. Streamline your time tracking process and enhance productivity with this easy-to-use utility.",https://smithery.ai/server/@alex198710/clockify-mcp-server,Remote,
Paradex Server,"Connect AI assistants to the Paradex trading platform. Retrieve market data, manage accounts, and execute trades seamlessly. Enhance your trading experience with automated tools and real-time insights.",https://smithery.ai/server/@sv/mcp-paradex-py,Remote,
Canvas Server,"Manage your academic life effortlessly. Get a comprehensive dashboard of your courses, assignments, and academic progress, all in one place. Stay organized with reminders for upcoming and past due assignments, and easily search through your coursework.",https://smithery.ai/server/@enkhbold470/canvas-mcp,Remote,
Airtable Integration Tool,"Connect your AI tools directly to Airtable to query, create, update, and delete records using natural language. Manage your Airtable bases and tables effortlessly through a standardized interface, enhancing your productivity in AI-powered applications.",https://smithery.ai/server/@mufonix/airtable-mcp,Remote,
Ethereum Tools for Claude,"Analyze Ethereum smart contracts, wallets, and tokens directly within Claude AI. Leverage powerful tools for security audits, profitability tracking, and on-chain data analysis to make informed decisions in the blockchain space.",https://smithery.ai/server/@0xGval/evm-mcp-tools,Remote,
Tool Chainer,"Chain multiple MCP tools together to streamline workflows and reduce token usage. Pass results seamlessly between tools for efficient data processing. Simplify complex tasks with a single call, enhancing performance and minimizing latency.",https://smithery.ai/server/@thirdstrandstudio/mcp-tool-chainer,Local,
Azure DevOps Integration Server,"Integrate seamlessly with Azure DevOps to manage work items, repositories, and pipelines. Enhance your Cline experience by automating tasks and retrieving data directly from Azure DevOps services. Streamline your development workflow with powerful tools at your fingertips.",https://smithery.ai/server/@RainyCodeWizard/azure-devops-mcp-server,Remote,
Documentation MCP Server,"Fetch and search documentation for any software libraries, packages and APIs. Supercharge your code assist (Cursor, Cline, Roo Code, etc.) by providing indexed documentation through a powerful MCP server. Add public or private documentation with versioning support inspired by devdocs.io. Enhance your projects with up-to-date information from multiple sources, all in one place.",https://smithery.ai/server/@arabold/docs-mcp-server,Local,
Say Follow Me,"Create and manage your notes effortlessly. Generate summaries of your notes with a simple command, enhancing your productivity and organization. Experience a seamless integration with your LLM for intelligent note-taking and retrieval.",https://smithery.ai/server/@prodzhang/say-follow-me,Remote,
Home Assistant MCP Server,Integrate AI-powered automation into your smart home. Control devices and monitor systems using natural language commands.,https://smithery.ai/server/@jango-blockchained/advanced-homeassistant-mcp,Remote,
DingTalk Message Connector,Interact seamlessly with DingTalk enterprise applications through a robust API. Query employee information and send messages effortlessly to enhance your team's communication. Simplify your workflow by integrating with DingTalk's capabilities directly from your applications.,https://smithery.ai/server/@zhaoyunxing92/dingtalk-mcp,Local,
USGS Earthquake Data,Access real-time earthquake data from the USGS API.,https://smithery.ai/server/@blake365/usgs-quakes-mcp,Remote,
Weather MCP Server,Retrieve real-time weather information effortlessly for any city. Get accurate weather updates using a simple command or API call without needing an API key. Enhance your applications with reliable weather data from the Open-Meteo API.,https://smithery.ai/server/@isdaniel/mcp_weather_server,Remote,
Hosted MCP,Provide a hosted environment for Model Context Protocol applications.,https://smithery.ai/server/@hostedmcp/multitool,Remote,
Miro Extension,"Enable AI agents to interact with Miro boards seamlessly. Manipulate and extract data from Miro for enhanced design, collaboration, and visualization, can add and fetch images and get a spatial understanding of object distribution. Based on: https://github.com/evalstate/mcp-miro",https://smithery.ai/server/@SerjoschDuering/mcp-miro,Remote,
MCP Server Template for Cursor IDE,Create custom tools for Cursor IDE using the Model Context Protocol. Connect and enhance your IDE experience with tailored functionalities.,https://smithery.ai/server/@kirill-markin/example-mcp-server,Remote,
VLM Run MCP Server,Facilitate seamless interaction with the VLM Run API platform. Manage and process requests efficiently to enhance your applications' capabilities. Utilize the MCP Inspector for testing and debugging to ensure optimal performance.,https://smithery.ai/server/@vlm-run/vlmrun-mcp-server,Remote,
Pinata MCP,"Interact with Public and Private IPFS seamlessly. Upload, search, and manage files on Pinata directly from your LLM environment.",https://smithery.ai/server/@PinataCloud/pinata-mcp,Local,
AIClaude,"Enhance your applications with advanced language processing capabilities. Leverage AI to understand and generate human-like text, enabling smarter interactions and automation. Transform your workflows with powerful AI-driven insights and responses.",https://smithery.ai/server/@ygboy1986/aiclaude,Remote,
SkySQL Integration,"Manage your serverless databases effortlessly with a REST API. Create, list, and execute queries on your databases while integrating seamlessly with GitHub and Smithery.ai for enhanced deployment and version control.",https://smithery.ai/server/@anishksk/mcp-server,Remote,
Weather MCP Server,Provide real-time weather data and forecasts to your applications. Integrate weather information seamlessly into your projects and enhance user experiences with accurate and timely updates.,https://smithery.ai/server/@vasstavkumar/weather-mcp-server,Remote,
Perplexity MCP Server,Integrate with the Perplexity API for expert programming assistance and chat capabilities.,https://smithery.ai/server/@sengokudaikon/mcp-perplexity-2,Remote,
