url,name,description
,,
,Nostr MCP Server,"Fetch and interact with Nostr network data seamlessly. Access user profiles, notes, and zaps with ease, enhancing your LLM's capabilities. Leverage advanced search features to explore Nostr Implementation Possibilities (NIPs) effectively."
,,
,Calculate Server,"Perform complex mathematical calculations effortlessly. Leverage powerful symbolic computation capabilities to solve equations, perform calculus, and manipulate matrices with ease."
,,
,Boilerplate MCP Server,"Build AI-connected tools effortlessly. This server boilerplate simplifies integration with Claude and other AI systems, enabling seamless access to external data and tools. Start developing your own MCP server with built-in IP lookup and CLI support."
,,
,Gemini Server,"Leverage Google's Gemini model capabilities seamlessly with your LLM applications. Generate text, manage stateful chats, and handle files efficiently through a standardized tool-based interface. Simplify your integration with powerful features designed for optimal performance and ease of use."
,,
,PubMed Server,"Search and retrieve biomedical literature and research papers from PubMed efficiently. Utilize advanced search capabilities and API key support for faster, unlimited downloads of abstracts and full texts of open access articles."
,,
,NodeMCU Manager,"Manage your NodeMCU (ESP8266) IoT devices effortlessly. Monitor device status, send commands, and update configurations remotely while integrating seamlessly with AI tools like Claude Desktop."
,,
,Atlassian Integration Server,"Integrate your Atlassian products with ease. Access Confluence content and Jira tickets directly through the MCP interface, streamlining your workflow and enhancing productivity."
,,
,mcp服务,Provide a service for managing and interacting with model context protocols. Enhance your applications by integrating with external data and tools seamlessly.
,,
,Bluesky MCP Server,"Connect to Bluesky and interact with the ATProtocol using natural language. Fetch, analyze, and post content seamlessly within your LLM applications. Enhance your experience by leveraging Bluesky's features directly in your context window."
,,
,Iceberg Catalog,"Manage and query your Apache Iceberg tables effortlessly. Leverage a SQL interface to interact with your Iceberg data lake directly from Claude Desktop, enabling seamless data operations and management."
,,
https://smithery.ai/,,
https://smithery.ai/,Resources,Building the operating system for AI
,Fetch Server,"Retrieve and process web content effortlessly. Convert HTML to markdown for easier consumption by LLMs, allowing for efficient information extraction from web pages. Utilize advanced features like content truncation and customizable user agents to enhance your web fetching capabilities."
,,
,Browserbase MCP Server,"Automate cloud browser interactions and extract data seamlessly. Enhance your AI applications with capabilities like web navigation, screenshot capture, and JavaScript execution in a cloud environment."
,,
,PlayFab Server,"Connect your AI assistant with PlayFab services to access item searches, player profiles, and segment information seamlessly. Enable natural interactions with PlayFab data through your LLM client. Start leveraging PlayFab functionalities effortlessly with this middleware solution."
,,
,Two Truths and a Twist,"Engage in a fun trivia game where you identify the false statement among two truths. Experience interactive gameplay powered by AI, making each round unique and entertaining. Connect your MCP-compatible LLM to enjoy a seamless gaming experience."
,,
,Google Search Console Integration,"Connect with Google Search Console to analyze your SEO data through natural language conversations. Gain insights into property management, search analytics, URL inspection, and sitemap management effortlessly. Visualize your data and receive actionable recommendations to enhance your website's performance."
,,
,Wait,Pause execution for a specified duration while providing progress updates. Easily integrate waiting functionality into your applications with a simple CLI or HTTP server interface.
,,
,MLflow Prompt Registry Server,Access and manage prompt templates seamlessly from MLflow. Load and utilize prompt templates in Claude Desktop for efficient task automation and workflow management.
,,
,Frontapp Integration Server,"Integrate your Large Language Models with Frontapp to manage customer communications seamlessly. Automate workflows and access conversation data using natural language commands, enhancing your customer support capabilities."
,,
,Search Intent Analysis Service,"Analyze user search keywords to uncover intent and enhance SEO strategies. Gain insights into possible categories, reasoning, and related references to improve search effectiveness."
,,
,Confluence MCP Server,"Interact with Confluence content seamlessly. Retrieve, create, and update pages, comments, and attachments through a standardized interface, enhancing your AI assistant's capabilities."
,,
,Powerdrill MCP Server,"Authenticate and interact with your Powerdrill datasets effortlessly. List datasets, get detailed information, and create jobs using natural language questions. Enhance your data analysis capabilities with seamless integration into your existing tools."
,,
,IoTDB MCP Server,"Enable secure interaction with IoTDB databases. Run SQL queries to read data and explore database schemas through a controlled interface, making database exploration and analysis safer and more structured."
,,
,Calculator Server Example,This is an example of how to build a very simple mcp server which enhances your AI models with some basic mathematical operations.
,,
,LeetCode MCP Server,"Access LeetCode problems, user information, and contest data seamlessly. Enhance your AI assistants with fast and efficient queries to LeetCode's extensive resources. Utilize both CLI and programmable API for flexible integration."
,,
,Generate Image from HTML,"Create images from HTML content effortlessly. Store and summarize notes with a simple interface, enhancing your productivity and organization. Utilize a custom URI scheme for easy access to your notes and generate tailored summaries based on your preferences."
,,
,Webflow MCP Server,Enable AI agents to seamlessly interact with Webflow's powerful APIs. Simplify your web development workflow by automating tasks like site publishing and content management directly from your AI tools.
,,
,Task Manager,Manage multi-step tasks efficiently with user approval checkpoints. Streamline your project workflows and track progress seamlessly with this powerful task management tool.
,,
,Anki MCP Server,Connect to Anki and retrieve leech-tagged cards for analysis. Enhance your study sessions by tracking reviewed cards with date-stamped tags. Integrate seamlessly with Claude Desktop for a smarter learning experience.
,,
,Document Management Server,"Crawl, index, and manage documentation seamlessly. Enable full-text search across various document formats to enhance your information retrieval. Integrate with AI context for smarter document access and management."
,,
,Practices MCP Server,"Enhance your development workflows by automating Git operations and ensuring consistent practices across your projects. Utilize natural language commands to manage branches, versioning, and pull requests seamlessly with AI assistance. Integrate with tools like GitHub and Jira to streamline your development process."
,,
https://smithery.ai/,,
https://smithery.ai/,Resources,Building the operating system for AI
,GitHub API MCP Server,"Enable seamless file operations, repository management, and advanced search functionalities on GitHub. Automate your workflows with automatic branch creation and comprehensive error handling, all while preserving Git history. Enhance your development experience by integrating GitHub capabilities directly into your applications."
,,
,WebAgentQA,Start your server and let your code agent debug your web application effortlessly. Enhance your development workflow by integrating advanced AI capabilities to automate testing and debugging. Simplify your coding process with intelligent assistance from the WebAgentQA.
,,
,Memory Bank,"Manage your AI assistant's context seamlessly across sessions. Store, retrieve, and track information with remote server support for enhanced collaboration and persistence."
,,
,Memento,"Enhance your LLM applications with a scalable knowledge graph memory system. Utilize semantic search and temporal awareness to manage and retrieve information effectively, ensuring your agents have persistent and contextual memory capabilities."
,,
,Pocket Connector,Fetch and manage your Pocket articles through Claude.
,,
,Bruno MCP Server,"Run API tests seamlessly with Bruno collections. Get detailed execution results and insights through a standardized interface, enhancing your testing workflow. Simplify your API testing process and ensure reliability with comprehensive test summaries and failure details."
,,
,Flux Schnell,Generate stunning images from text prompts using the Replicate API. Leverage the power of AI to create unique visuals tailored to your specifications. Simply provide a detailed description and let the server handle the rest.
,,
,OneSearch,"Enable seamless web search, scraping, and content extraction from various sources. Leverage multiple search engines and scrapers to enhance your data retrieval capabilities. Integrate effortlessly with self-hosted solutions for customized search experiences."
,,
,Chakra MCP Server,"Interact with your database using natural language queries and manage your data effortlessly. Create, update, and delete tables while leveraging subscribed data shares for real-time insights. Simplify your data interactions and enhance your productivity with intuitive commands."
,,
,Supabase MCP Server (used by Deploya.dev),Manage your Supabase databases and execute SQL queries autonomously and securely. Leverage built-in safety controls while interacting with your database through Cursor and Windsurf. Simplify your database management with a feature-rich interface that enhances productivity.
,,
,Memory Bank Server,Manage project memory banks remotely and efficiently.
,,
,MySQL Server,A Model Context Protocol server that provides read-only access to MySQL databases. This server enables LLMs to inspect database schemas and execute read-only queries.
,,
,Clear Thought MCP Server,Enhance problem-solving capabilities using systematic thinking and mental models.
,,
,Redis Server,Provides tools for interacting with Redis databases.
,,
,Supabase MCP Server,"Enable your favorite IDE to safely execute SQL queries, manage your database end-to-end, access Management API, and handle user authentication with built-in safety controls."
,,
,BigQuery,"Provides secure, read-only access to BigQuery datasets. Enables natural language querying of BigQuery data with a 1GB processing limit."
,,
,Selenium WebDriver Automation,Enable browser automation through standardized MCP clients.
,,
,Elasticsearch Server,Interact with Elasticsearch for searching documents and managing clusters.
,,
,Browser Use (used by Deploya.dev),"Automate your web browsing tasks with AI-driven control. Navigate pages, fill forms, and interact with elements using natural language commands. Enhance your browsing experience with visual understanding and state persistence across sessions."
,,
,Figma MCP Python,Access Figma files and prototypes directly from your AI coding agents. Streamline your design workflow by integrating Figma with your development environment. Enhance your projects with seamless access to design assets and prototypes.
,,
https://smithery.ai/,,
https://smithery.ai/,Resources,Building the operating system for AI
,Supabase MCP Server,"Enable your favorite IDE to safely execute SQL queries, manage your database end-to-end, access Management API, and handle user authentication with built-in safety controls."
,,
,Netlify MCP Server,Manage and deploy your Netlify sites effortlessly.
,,
,Supabase MCP Server,"Enable your favorite IDE to safely execute SQL queries, manage your database end-to-end, access Management API, and handle user authentication with built-in safety controls."
,,
,MCP Proxy,Enable connection to SSE-based MCP servers.
,,
,Perplexity Server,"Integrate AI-powered research capabilities seamlessly. Perform web searches, retrieve documentation, and analyze code with ease."
,,
,Playwright Server,"Leverage powerful browser automation tools to navigate, interact, and capture content from web pages. Simplify your web testing and scraping tasks with a user-friendly interface for managing notes and executing browser commands. Enhance your productivity by integrating seamless web interactions into your applications."
,,
,Supabase Notes,"Create, manage, and summarize notes using Supabase as a backend."
,,
,Data Visualization Server,Visualize data using Vega-Lite syntax and save data tables for later use. Fork of https://github.com/isaacwasserman/mcp-vegalite-server
,,
,HR Response Server,Connect to HR knowledge bases and get answers to HR-related queries. Forward requests seamlessly to an N8N webhook for efficient processing. Enjoy secure API key authentication and a lightweight implementation for easy integration with AI tools.
,,
,MetaMCP Server,Manage multiple MCP servers seamlessly. Route requests and configurations dynamically across various MCPs.
,,
,WebMCP,"Enable websites to seamlessly share tools, resources, and prompts with client-side LLMs. Enhance user experience by allowing LLMs to access a variety of functionalities without the need for API keys. Connect to multiple WebMCP-enabled sites effortlessly for a richer interaction."
,,
,OpenAPI MCP Server,"This project will install MCP - Model Context Protocol Server, that provides configured REST API's as context to LLM's.
Using this we can enable LLMs to interact with RestAPI's and perform REST API call's using LLM prompts.
Currently we support HTTP API Call's GET/PUT/POST/PATCH."
,,
,Outline Document Search Server,"Search and retrieve documents from Outline knowledge bases seamlessly. Enhance your MCP clients with powerful document search capabilities, supporting both interactive credentials and environment variables for secure access. Integrate effortlessly with Claude Desktop and other MCP clients to streamline your knowledge management."
,,
,RAG Documentation Server,Enhance AI responses with relevant documentation by retrieving and processing information through vector search. Build documentation-aware AI assistants and create context-aware tooling for developers with ease.
,,
,GemSuite,Leverage the power of Gemini API for intelligent model selection and advanced file handling. Optimize your AI operations with seamless integration and efficient processing across various file types. Enhance your productivity by utilizing the right tools for your specific tasks effortlessly.
,,
,Email sending (used by Deploya.dev),Compose and send emails directly from your LLM applications without the hassle of copying and pasting. Integrate seamlessly with Resend's API to streamline your email communication. Enhance your productivity by letting your agents handle email tasks effortlessly.
,,
,RAG Documentation,An MCP server for semantic documentation search and retrieval using vector databases to augment LLM capabilities.
,,
,时间查询服务器,获取准确的时间和日期信息，支持多种时区和日期计算。通过简单的查询，快速获取当前时间、日期差异和格式化时间显示。
,,
,CouchDB MCP Server,Manage CouchDB databases and documents effortlessly.
,,
,Redmine,Integrates with Redmine's REST API to provide ticket and project information.
,,
https://smithery.ai/,,
https://smithery.ai/,Resources,Building the operating system for AI
,Yet Another Linear MCP Server,"Supports creating issues, updating descriptions, adding comments, changing state, and assigning issues.


Capabilities:
* create_issue
* update_issue_description
* add_comment
* assign_issue
* change_issue_state
* get_issue
* get_issue_comments
* search_issues_by_title_or_description
* search_issues_by_state_and_assignee
* search_issues_by_assignee
* list_issue_states
* get_team_members"
,,
,Vega-Lite Data Visualization Server,Provides an interface for visualizing data using Vega-Lite syntax.
,,
,Nostr MCP Server,Enable AI models to post notes and interact with the Nostr network.
,,
,Filesystem Server,Access and manipulate files seamlessly with our server. Streamline your workflows by integrating file operations directly into your applications. Enhance your projects with robust file handling capabilities.
,,
,Make MCP Server,Transform your Make scenarios into callable tools for AI assistants. Leverage your existing automation workflows while enabling AI systems to trigger and interact with them seamlessly.
,,
,Filesystem Server,"Go server implementing Model Context Protocol (MCP) for filesystem operations, allowing read, write, and other operations within specified directories."
,,
,GitHub Integration Server,"Enable your AI assistants to manage GitHub repositories, track issues, and perform file operations seamlessly. Streamline your development workflow by automating GitHub tasks with this powerful MCP server. Enhance collaboration and efficiency in your projects with easy access to GitHub's capabilities."
,,
,NOAA Tides and Currents,"Access real-time and historical water level, tide, and current data effortlessly. Retrieve meteorological information and moon phase details to enhance your applications. Utilize this MCP server to seamlessly integrate NOAA's Tides and Currents API into your projects."
,,
,QUANT AGI Tool Development,Empower your agents with advanced quantitative analysis and decision-making capabilities. Leverage sophisticated algorithms to enhance performance and insights in your applications. Transform data into actionable intelligence seamlessly and efficiently.
,,
,StarRocks MCP Server,Integrate StarRocks with your applications seamlessly. Access and manipulate data efficiently using a standardized protocol for enhanced performance and flexibility.
,,
,Airtable Integration Tool,"Connect your AI tools directly to Airtable. Query, create, update, and delete records using natural language, enabling seamless data management through a standardized interface. Enhance your productivity by integrating Airtable operations into your AI-powered applications effortlessly."
,,
,Filesystem MCP Server,"Perform filesystem operations seamlessly with Claude AI. Read, write, and manage files and directories securely within specified paths. Enhance your applications with robust file handling capabilities."
,,
,MCP for Evolution API for WhatsApp Automation,"We’ve built a powerful MCP based on the open-source Evolution API. Seamlessly manage WhatsApp interactions, control instances, send messages, and fine-tune configurations—all in one place. Harness the flexibility of Evolution with the added scalability and efficiency of our MCP solution."
,,
,Scholarly Search,Search for academic articles in arXiv.
,,
,Echo Map,Build and customize your own Model Context Protocol server with ease. Start with a basic setup and extend it with new functions to create powerful MCP-compatible applications. Enjoy features like graceful shutdown handling and development configurations for a smooth development experience.
,,
,Simple Timeserver,Provide local and UTC time information.
,,
,OpenAI MCP Server,Query OpenAI models directly from Claude using the MCP protocol. Integrate with multiple models for enhanced responses.
,,
,OracleDB MCP Server,"Enable LLMs to interact with Oracle Database seamlessly. 
Generate SQL statements and retrieve results using LLM prompts, enhancing your data-driven applications. 
Simplify database interactions and leverage the power of language models for efficient data management."
,,
,myAI Memory Sync,"Synchronize your memories effortlessly across all Claude interfaces. Automatically update your memory template without manual input, ensuring a consistent and personalized experience. Enjoy seamless integration and management of your memories with intelligent updates and caching."
,,
,lightRAG,"Enhance your applications with real-time data processing and interaction capabilities. Utilize our server to seamlessly integrate and manipulate external resources, enabling dynamic responses and actions. Experience a powerful toolset designed to elevate your LLM applications with ease and efficiency."
,,
https://smithery.ai/,,
https://smithery.ai/,Resources,Building the operating system for AI
,Place ID Server,"Retrieve dynamic location photos from the Google Places API to enhance your wireframes and prototypes. Integrate real-time images into your projects, improving user experience and realism. Simplify the process of fetching and displaying location images with secure API management."
,,
,Florence-2,Process images using advanced image recognition capabilities.
,,
,GitLab Communication Server,Integrate GitLab API functionalities seamlessly into your applications.
,,
,Kubernetes MCP Server,Manage Kubernetes and OpenShift resources seamlessly.
,,
,SearxNG Server,Provides web search capabilities using the SearxNG API.
,,
,Slack Model Context Protocol Server,Connect your Slack workspace with Claude Desktop to effortlessly post messages and retrieve user lists. Enhance your team's communication by automating interactions within Slack channels. Simplify your workflow and improve collaboration with seamless integration.
,,
,Ads Manager,Integrate Amazon Advertising data seamlessly with your applications. Authenticate with your API key to access and manage your advertising data securely. Start the MCP server to enable communication with Claude Desktop effortlessly.
,,
,SwitchBot Server,Control SwitchBot devices with your AI assistant.
,,
,Pinata MCP,"Interact with Public and Private IPFS seamlessly. Upload, search, and manage files on Pinata directly from your LLM environment."
,,
,Shopify MCP Server,Enable interaction with Shopify store data through a GraphQL API.
,,
,FastDomainCheck,"Check the registration status of multiple domain names quickly and efficiently. Validate domain availability using both WHOIS and DNS checks, ensuring accurate results with built-in error handling. Streamline your domain management process with concise output and robust input validation."
,,
,DataForSEO API Server,"Integrate powerful SEO data capabilities into your applications. Access SERP, keywords, backlinks, and on-page analysis through a simple JSON interface. Enhance your SEO strategies with real-time data and insights from DataForSEO."
,,
,POC MCP Server,"Access and manipulate data about Loomers, forms, form responses, and projects with ease. Utilize powerful pagination, filtering, and sorting capabilities to streamline your data interactions. Enhance your applications with a robust proof of concept for MCP server implementation."
,,
,Tradovate,"Integrate Tradovate's trading API for seamless trading automation and management. Access real-time market data, manage accounts, and execute trades effortlessly. Enhance your trading experience with powerful tools and automation capabilities."
,,
,PayPal MCP Server,Integrate with PayPal's APIs for payment processing and business management.
,,
,MongoDB MCP Server,"Enable LLMs to interact seamlessly with MongoDB databases. Query collections, manage data, and inspect schemas using natural language commands. Simplify database operations and enhance your applications with powerful data management capabilities."
,,
,Gemini MCP,Connect to Google's Gemini AI models seamlessly. Utilize advanced sequential thinking capabilities to enhance your applications and workflows. Easily deploy and integrate with any MCP client for powerful AI interactions.
,,
,Crypto Price & Market Analysis Server,Provide real-time cryptocurrency price data and market analysis through an easy-to-use interface. Analyze historical trends and get detailed insights into market dynamics. Leverage the CoinCap API for comprehensive cryptocurrency analysis. Uses new V3 API (You have to use an API key)
,,
,Descope MCP Server,"Interact with Descope's Management APIs to manage users, audit, and more."
,,
,mcp2mqtt,Connect IoT devices with AI through MQTT.
,,
https://smithery.ai/,,
https://smithery.ai/,Resources,Building the operating system for AI
,MongoDB MCP Server,"Enable LLMs to interact seamlessly with MongoDB databases. Query collections, manage data, and inspect schemas using natural language commands. Simplify database operations and enhance your applications with powerful data management capabilities."
,,
,Perplexity-researcher-mcp,Utilize advanced API capabilities to enhance your coding experience.
,,
,claudeus-wp-mcp,Deployed from deus-h/claudeus-wp-mcp
,,
,Glif MCP Server,"Run AI workflows seamlessly with glif.app. Access detailed glif information, execute workflows with inputs, and manage user profiles effortlessly. Enhance your applications with rich metadata and powerful tools for AI-driven tasks."
,,
,SEO Automation and Optimization,Automate your SEO tasks and optimize your strategies with AI-powered insights. Leverage Google Ads Keyword Planner for effective keyword research and competitor analysis. Enhance your digital marketing efforts with integrated tools for SERP analysis and SEO recommendations.
,,
,Twitter MCP Client,Fetch tweets effortlessly using the RapidAPI client. Integrate Twitter data into your applications with minimal setup and start leveraging social media insights today.
,,
,Kagi Search,MCP server that allows searching the web using Kagi API
,,
,Grokart,"MCP server that allows you to generate images using Grok's AI image generation capabilities. The server is configured with a xAI API key and is now available for use.

How to Use Image Generation
You can now ask me to generate images with commands like:

""Generate an image of a cat sitting on a mountain""
""Create an illustration of a futuristic city""
""Make a picture of an astronaut riding a horse""
""Show me what a dragon in a library would look like""
The MCP server supports generating multiple images (up to 10) and can return either URLs or base64-encoded images.

Behind the scenes, the server:

Takes your text prompt
Sends it to the Grok AI image generation API (grok-2-image model)
Returns the generated image(s) with their URLs or base64 data
Also provides the revised prompt that was used for generation
The implementation is complete and ready to use immediately!"
,,
,Memory Server with Qdrant Persistence,Enable knowledge graph capabilities with semantic search functionality.
,,
,Clockify Integration,"Track your time effortlessly by integrating Clockify with your applications. Start and stop timers seamlessly through a simple API, enhancing your productivity and time management. Leverage the power of MCP to streamline your time tracking operations."
,,
,Weaviate MCP Server,Integrate Weaviate with LLMs to enhance data retrieval and manipulation capabilities.
,,
,Opik MCP Server,"Integrate seamlessly with your IDE and access all Opik features through a standardized protocol. Manage prompts, projects, and metrics efficiently with a unified interface. Leverage multiple transport options for flexible integration into various environments."
,,
,Titan Memory Server,"This tool is a cutting-edge memory engine that blends real-time learning, persistent three-tier context awareness, and seamless LLM integration to continuously evolve and enrich your AI’s intelligence."
,,
,SearXNG Search Connector,An MCP server for connecting to SearXNG to perform web searches.
,,
,Weather HTTP Server,Provide weather data and processing capabilities to your applications. Easily integrate weather-related tools and APIs into your workflows with this customizable server.
,,
,Tool Chainer,"Chain multiple MCP tools together to streamline workflows and reduce token usage. Pass results seamlessly between tools for efficient data processing. Simplify complex tasks with a single call, enhancing performance and minimizing latency."
,,
,时间服务器,获取当前时间的多种格式，支持ISO、Unix时间戳和人类可读格式。通过MCP协议接口，轻松集成时间服务到您的应用中。
,,
,Documentation MCP Server,"Fetch and search documentation for any software libraries, packages and APIs. Supercharge your code assist (Cursor, Cline, Roo Code, etc.) by providing indexed documentation through a powerful MCP server. Add public or private documentation with versioning support inspired by devdocs.io. Enhance your projects with up-to-date information from multiple sources, all in one place."
,,
,API to MCP Tools,Convert APIs into MCP tools effortlessly. Integrate various APIs into your MCP ecosystem with ease and enhance your applications with powerful capabilities.
,,
,wcgw,"Empower chat applications to code, build, and run on your local machine."
,,
https://smithery.ai/,,
https://smithery.ai/,Resources,Building the operating system for AI
,Serp API Server,Access real-time search engine results and data through a simple API. Enhance your applications with powerful search capabilities and insights from various search engines. Integrate effortlessly to retrieve and analyze search data for your projects.
,,
,G Suite Integration,Interact with Google products like Gmail and Calendar.
,,
,Centralized Control Server,"Manage and coordinate distributed agents and tasks seamlessly. Register agents, create tasks, and monitor their status through a secure API. Enhance your workflow orchestration with a robust and extensible server framework."
,,
,Heimdall,Heimdall is a lightweight service to manage local MCP Servers and authorize specific tools across MCP clients. Learn more at https://github.com/shinzo-labs/heimdall.
,,
,PipeRun MCP,"Integrate AI models with the PipeRun CRM API to perform operations like managing contacts, deals, and generating reports. Streamline your CRM interactions and enhance data analysis with customizable prompt templates. Leverage advanced diagnostics and configuration options for optimal server performance."
,,
,MySQL MCP Server,"Facilitate secure interaction with MySQL databases for AI applications. List tables, read data, and execute SQL queries through a controlled interface, enhancing database exploration and analysis. Ensure structured and safe communication between AI and MySQL."
,,
,Sleep Tool,"Pause execution for a specified duration to control the flow of your agents. Enhance your automation by introducing timed delays, ensuring tasks are executed in the desired sequence. Ideal for managing workflows that require waiting periods between actions."
,,
,Bing Search,"Enable your AI assistants to perform comprehensive web, news, and image searches using the Microsoft Bing Search API. Access timely information and visual content effortlessly, enhancing the capabilities of your applications. Integrate seamlessly with MCP-compatible clients for a powerful search experience."
,,
,Discord MCP Server,Integrate your Discord bot seamlessly with MCP-compatible applications. Enhance your bot's capabilities by leveraging the Model Context Protocol for advanced interactions and functionalities.
,,
,ServeMyAPI,"Store API keys securely in the macOS Keychain and access them through a consistent interface. Eliminate the risks of .ENV files by providing a centralized, secure solution for managing sensitive credentials across projects. Enhance your AI assistant's capabilities by allowing it to retrieve keys using natural language commands."
,,
,Readwise MCP Server,"Access your saved articles, books, highlights, and documents effortlessly. Browse your collection, retrieve highlights, and search your entire Readwise library with ease. Enhance your AI assistant's capabilities by integrating your Readwise knowledge seamlessly."
,,
,FileSystem Tool,"Provide controlled file system access to AI tools. Enable your agents to interact with files securely and efficiently, while maintaining strict access controls. Simplify file operations in your applications with a dedicated MCP server."
,,
,USGS Earthquake Data,Access real-time earthquake data from the USGS API.
,,
,MCP Forge,Generate new MCP servers effortlessly with customizable templates. Streamline your development process with Cursor IDE integration and easy deployment instructions for Smithery.
,,
,OCR Integration Server,Enhance your applications with powerful optical character recognition capabilities. Convert images and documents into editable text seamlessly and accurately. Streamline your workflow by automating text extraction from various formats.
,,
,MCP Server Template for Cursor IDE,Create custom tools for Cursor IDE using the Model Context Protocol. Connect and enhance your IDE experience with tailored functionalities.
,,
,ITSM Integration Platform,"Unify access to various IT Service Management systems through a single, standardized API. Streamline your service management workflows and reduce the complexity of managing multiple ITSM tools. Gain real-time visibility into integration health and performance with comprehensive monitoring features."
,,
,Cybersecurity-focused MCP Server,Integrate advanced cybersecurity features into your applications. Leverage Exa AI for enhanced security measures and real-time threat detection. Simplify your security management with a powerful and efficient MCP server.
,,
,Govee MCP Server,Control Govee LED devices through the Govee API.
,,
,Apifox MCP Server,"使用 Apifox MCP Server，可以将 Apifox 项目内的接口文档作为数据源提供给 Cursor 等支持 AI 编程的 IDE 工具以便让 AI 能够直接访问项目对应的接口文档数据。 

开发者可以通过 AI 助手完成以下工作：根据接口文档生成或修改代码、搜索接口文档内容等等，至于通过这个接口文档数据能让 AI 干什么更多更强大的活，请发挥你和你们团队的想象力😜"
,,
https://smithery.ai/,,
https://smithery.ai/,Resources,Building the operating system for AI
,LSD MCP server,"Connect Claude to the internet and enhance its capabilities with LSD SQL. Instantly gather high-quality information from any website by simply providing a link, enabling Claude to perform complex queries and actions seamlessly."
,,
,mcp-server-gitlab,"Simplify your interactions with private GitLab instances. Access projects, files, commits, and merge requests through a streamlined API layer, enhancing your development workflow with ease."
,,
,Weather MCP Server,Provide real-time weather data and forecasts to your applications. Integrate weather information seamlessly into your projects and enhance user experiences with accurate and timely updates.
,,
,YepCode MCP Server,"This MCP Server enables AI platforms to seamlessly interact with YepCode’s infrastructure. It features a run_code tool that executes AI-generated JavaScript or Python code, with full support for NPM and PyPI packages. Additionally, it transforms YepCode processes into AI-ready tools with zero configuration, allowing users to define both input parameters and process logic effortlessly."
,,
,Clockify Time Tracker,"Manage your time entries efficiently by interacting with the Clockify API through a command-line tool. List projects, tags, and generate detailed time reports effortlessly. Streamline your time tracking process and enhance productivity with this easy-to-use utility."
,,
,Paradex Server,"Connect AI assistants to the Paradex trading platform. Retrieve market data, manage accounts, and execute trades seamlessly. Enhance your trading experience with automated tools and real-time insights."
,,
,Perplexity Search Golang,Perform real-time web searches and retrieve results with citations using the Perplexity search API. Enhance your applications with the ability to access up-to-date information and related questions seamlessly. Integrate effortlessly with your LLMs to provide enriched search capabilities.
,,
,Airtable Integration Tool,"Connect your AI tools directly to Airtable to query, create, update, and delete records using natural language. Manage your Airtable bases and tables effortlessly through a standardized interface, enhancing your productivity in AI-powered applications."
,,
,Local Network MCP,Access local network service interfaces seamlessly. Send requests and check the health status of services within your local network effortlessly. Enhance your applications with reliable local network capabilities.
,,
,Overseerr MCP Server,"Interact with Overseerr to manage your media requests effortlessly. Search for movies and TV shows, get detailed information, and request new media to be added to your library with ease. Streamline your media discovery and management process using this powerful tool."
,,
,Calendar AutoAuth Server,A Model Context Protocol server for Google Calendar integration with auto authentication.
,,
,Say Follow Me,"Create and manage your notes effortlessly. Generate summaries of your notes with a simple command, enhancing your productivity and organization. Experience a seamless integration with your LLM for intelligent note-taking and retrieval."
,,
,Home Assistant MCP Server,Integrate AI-powered automation into your smart home. Control devices and monitor systems using natural language commands.
,,
,Dropbox Integration Server,"Integrate Dropbox seamlessly with your applications. Utilize powerful tools to manage files, folders, and account information directly from your MCP-compatible clients."
,,
,Weather MCP Server,Retrieve real-time weather information effortlessly for any city. Get accurate weather updates using a simple command or API call without needing an API key. Enhance your applications with reliable weather data from the Open-Meteo API.
,,
,Hosted MCP,Provide a hosted environment for Model Context Protocol applications.
,,
,Miro Extension,"Enable AI agents to interact with Miro boards seamlessly. Manipulate and extract data from Miro for enhanced design, collaboration, and visualization, can add and fetch images and get a spatial understanding of object distribution. Based on: https://github.com/evalstate/mcp-miro"
,,
,MCP Test Server,Integrate your applications with external data and tools seamlessly. Enhance your workflows by allowing your LLMs to interact with real-world resources and perform actions dynamically.
,,
,VLM Run MCP Server,Facilitate seamless interaction with the VLM Run API platform. Manage and process requests efficiently to enhance your applications' capabilities. Utilize the MCP Inspector for testing and debugging to ensure optimal performance.
,,
,Rootly MCP Server,Resolve production incidents in under a minute without leaving your IDE. Integrate seamlessly with your favorite MCP-compatible editors to automate incident management using Rootly's powerful API. Enhance your operational efficiency by leveraging dynamically generated tools tailored to your needs.
,,
https://smithery.ai/,,
https://smithery.ai/,Resources,Building the operating system for AI
,Twikit Twitter Search,Interact with Twitter to analyze sentiments and retrieve tweets from your timeline. Gain insights into public opinions and trends on various topics effortlessly.
,,
,GraphQL MCP Toolkit,"Enable LLMs to dynamically interact with GraphQL APIs. Introspect schemas and execute queries effortlessly, enhancing your model's capabilities with real-time data access. Securely manage operations with customizable settings for production environments."
,,
,UNHCR Demographics Server,"Fetch refugee demographic statistics from the UNHCR API. Access and filter data by year, country of origin, and country of asylum to gain insights into refugee trends. Simplify your data retrieval process with a straightforward JSON interface."
,,
,Atlassian Integration,"An MCP server for accessing Atlassian Cloud products (Confluence and Jira) for secure, contextual AI interactions."
,,
,Website Information MCP Server,"Fetch and parse content from any website effortlessly. Utilize advanced web scraping capabilities to extract structured data, bypass bot detection, and access dynamic content. Integrate seamlessly with Cursor AI for enhanced data retrieval."
,,
,Source Map Parser,Parse JavaScript error stack traces back to the original source code and extract relevant context information. Help developers quickly locate and fix issues by mapping errors to their source. Utilize batch parsing and context extraction for enhanced debugging capabilities.
,,
