search_query,name,description,url,type,usage_count
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Logic,Automated reasoning using Prover9/Mace4 for AI systems.,https://smithery.ai/server/mcp_logic,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate your applications with real-world data and tools seamlessly. Enhance your workflows by allowing your language models to interact with external resources and perform actions dynamically. Experience a standardized and secure way to bridge LLMs with various data sources and functionalities.,https://smithery.ai/server/@yunlonghu988/mcp-server-git-2,Remote,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Test MCP Server,Integrate your applications with real-world data and tools seamlessly. Enhance your workflows by allowing your language models to interact with external resources and perform actions dynamically. Experience a standardized and secure way to bridge LLMs with various data sources.,https://smithery.ai/server/@syq23719034/s_testmcpserver,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Cursor MCP,Enable AI-powered automation and multi-instance management for the Cursor editor.,https://smithery.ai/server/@johnneerdael/multiplatform-cursor-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AI00 RWKV Server,"Provide a fast, efficient, and easy-to-use inference API for the RWKV language model. Enjoy GPU acceleration without the need for bulky runtimes like PyTorch or CUDA, making it accessible for various tasks such as chatbots, text generation, and translation. Experience seamless integration with OpenAI's ChatGPT API interface for enhanced functionality.",https://smithery.ai/server/@mowei-git/ai00_server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Veunia MCP Server,Integrate your applications with real-world data and tools seamlessly. Enhance your workflows by allowing your language models to interact with external resources and perform actions dynamically. Experience a standardized and secure way to bridge LLMs with various data sources and functionalities.,https://smithery.ai/server/@Veunia/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Brightsy MCP Server,"Connect your applications to an OpenAI-compatible AI agent seamlessly. Utilize the Brightsy MCP server to forward requests and receive intelligent responses, enhancing your application's capabilities. Start interacting with your AI agent effortlessly with customizable tool names and easy setup.",https://smithery.ai/server/@mattlevine/brightsy-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Flexible Agents System,"Enhance your customer service and content creation with intelligent, AI-powered agents. Automate workflows, analyze data, and generate creative content seamlessly across multiple languages and formats.",https://smithery.ai/server/@DynamicEndpoints/flexable-agents,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Unichat,"Send requests to OpenAI, MistralAI, Anthropic, xAI, or Google AI using MCP protocol.",https://smithery.ai/server/unichat-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Foundry MCP Server,"Enable AI assistants to seamlessly interact with datasets, ontology objects, and functions. Leverage powerful tools to list, query, and execute functions on your Foundry instance. Enhance your applications with dynamic data interactions and intelligent processing capabilities.",https://smithery.ai/server/@qwert666/mcp-server-foundry,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate external data and tools with language models.,https://smithery.ai/server/@ToddHebebrand/mcpserver,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Perplexity Search,Integrate Perplexity's AI API with LLMs for advanced chat completion capabilities.,https://smithery.ai/server/@spences10/mcp-perplexity-search,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Custom Application,Enhance your workflows by integrating real-time data and tools seamlessly. Utilize a standardized protocol to connect your applications with external resources and actions effortlessly. Empower your agents to interact with the real world through a secure and dynamic interface.,https://smithery.ai/server/@Jay-sigzen/custom_app,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Resources,Building the operating system for AI,https://smithery.ai/,,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Mattermost Integration Server,Connect to Mattermost API endpoints to retrieve and process information in real-time. Monitor specific teams and channels securely with token-based authentication. Enhance your Mattermost experience by integrating it with the Model Context Protocol for seamless data interaction.,https://smithery.ai/server/@kakehashi-inc/mcp-server-mattermost,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Memory for AI Conversations,"Give your AI a memory that persists across conversations. Ensure your LLMs remember important information forever, creating more coherent, personalized, and effective AI interactions.",https://smithery.ai/server/@j3k0/mcp-brain-tools,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Bitcoin MCP Server,Enable AI models to interact with Bitcoin seamlessly.,https://smithery.ai/server/@AbdelStark/bitcoin-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,denemeMcpServer,Integrate your applications with external data and tools seamlessly. Enhance your workflows by allowing your language models to interact with real-world resources and perform actions dynamically.,https://smithery.ai/server/@serkanayaz/denememcpserver,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Logseq Tools,"Integrate your Logseq knowledge graph with AI assistants. Retrieve, analyze, and manage your notes and journal entries effortlessly. Enhance your productivity by exploring connections and generating insights from your data.",https://smithery.ai/server/@joelhooks/logseq-mcp-tools,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AOAI Web Browsing,MCP server implementation for web browsing automation using Azure OpenAI.,https://smithery.ai/server/mcp-web-auto,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Perplexity Tool,"Integrate web-based research capabilities into your agents. Leverage Perplexity AI's API to provide accurate answers with citations, enhancing your information retrieval process.",https://smithery.ai/server/@letsbuildagent/perplexity-tool,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,APIKit,"Integrate and manage APIs seamlessly within your development environment. Fetch API specifications from Eolink OpenAPI and utilize powerful tools for API discovery, testing, and integration. Enhance your workflow in Windsurf IDE with standardized communication and management capabilities.",https://smithery.ai/server/@scarqin/mcp-apikit,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Development Framework,"Create custom tools to interact with large language models effortlessly. Enhance your Cursor IDE with advanced features like web content fetching, PDF document processing, and Word document parsing. Streamline your workflow and automate tasks with ease.",https://smithery.ai/server/@aigo666/mcp-framework,Remote,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,BuiltWith API Integration Server,Query website technology stacks effortlessly. Get detailed insights about the technologies used by any domain and explore categorized technology stacks. Enhance your AI assistant's capabilities with real-time data from the BuiltWith API.,https://smithery.ai/server/@Cyreslab-AI/builtwith-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,mcp-server,"Enhance your applications with dynamic integration of real-world data and tools. Access files, databases, and APIs seamlessly while leveraging the power of language models. Simplify complex workflows with reusable prompts and structured actions.",https://smithery.ai/server/@ricogit1/mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,PageSpeed Server,A Model Context Protocol (MCP) server that extends AI assistant capabilities with PageSpeed Insights functionality.,https://smithery.ai/server/mcp-pagespeed-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Toolhouse,Provide access to various tools from the Toolhouse platform.,https://smithery.ai/server/@SecretiveShell/MCP-toolhouse,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,DeepSeek Free API,"Provide seamless access to advanced conversational AI capabilities. Engage in multi-turn dialogues, perform internet searches, and utilize deep thinking features with zero configuration deployment. Experience compatibility with ChatGPT interfaces for enhanced interaction.",https://smithery.ai/server/@bertGPT-feng/deepseek-free-api,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,7s7s7s,Explore and enhance your understanding of Language Models and Prompt Engineering. Collaborate on innovative projects to deepen your knowledge and skills in the field. Join a community focused on learning and sharing insights about cutting-edge technologies.,https://smithery.ai/server/@7s7s7s/mcp-smithery,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,One API,"Access all large models through a standard OpenAI API format, ready to use. Simplify your integration with various AI models and enhance your applications with powerful AI capabilities. Enjoy seamless access to multiple AI services with a single API endpoint.",https://smithery.ai/server/@likenice/one-api,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,WhatsApp Web Integration,Automate and enhance your WhatsApp interactions with AI models through a standardized interface. Seamlessly connect WhatsApp Web with AI capabilities to streamline communication and improve efficiency.,https://smithery.ai/server/@fyimail/whatsapp-mcp2,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Will MCP,"Enhance your applications with dynamic data integration and real-time context manipulation. Access files, databases, and APIs seamlessly to enrich your LLM interactions. Empower your agents to perform actions and retrieve information effortlessly.",https://smithery.ai/server/@316189693/will-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,OpenRouter MCP Server,"Access various AI models through a unified, type-safe interface with built-in caching, rate limiting, and error handling. Integrate seamlessly with OpenRouter.ai's diverse model ecosystem to enhance your applications with powerful AI capabilities.",https://smithery.ai/server/@palolxx/openrouteraitest,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,SearXNG,Interact with SearXNG instances for search capabilities.,https://smithery.ai/server/@maccam912/searxng-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Resources,Building the operating system for AI,https://smithery.ai/,,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,FreeCAD Integration,"Enable AI assistants to interact with FreeCAD seamlessly. Access and manipulate CAD models, receive real-time updates, and execute commands through a standardized protocol. Enhance your design workflows with intelligent automation and integration capabilities.",https://smithery.ai/server/@jango-blockchained/mcp-freecad,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,IDA Pro MCP,Enable vibe reversing in IDA Pro with a simple server integration. Start the server easily within IDA Pro and enhance your reverse engineering capabilities. Interact with MCP tools seamlessly for efficient analysis.,https://smithery.ai/server/@mrexodia/ida-pro-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Claude Code Python Edition,Enhance your software development tasks with a powerful natural language interface that supports multiple LLM providers. Manage costs effectively while visualizing tool execution in real-time. Collaborate seamlessly with specialized agents for complex problem-solving.,https://smithery.ai/server/@arthurcolle/openai-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Calc Tools,"Enable your AI assistants to perform advanced mathematical and financial calculations effortlessly. Integrate complex computation capabilities without the need for manual algorithm implementation. Enhance your coding experience with powerful tools for derivatives, integrals, financial modeling, and more.",https://smithery.ai/server/@nbiish/mcp-calc-tools,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Servers,Showcase versatile implementations of the Model Context Protocol for LLMs. Enable secure access to tools and data sources.,https://smithery.ai/server/@colsonSung/mcp-servers,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,IoTDB MCP Server,"Enable AI assistants to securely explore and analyze IoTDB databases. List tables, read data, and execute SQL queries through a controlled interface for responsible database access. Enhance your data interaction capabilities with structured and safe database operations.",https://smithery.ai/server/@JackieTien97/iotdb_mcp_server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,OpenRouter Multimodal Server,Leverage advanced chat and image analysis capabilities to enhance your applications. Engage in multimodal conversations and analyze images with custom queries seamlessly. Optimize your workflows with smart model selection and performance enhancements.,https://smithery.ai/server/@stabgan/openrouter-mcp-multimodal,Remote,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Ollama MCP Server,Enable seamless integration between Ollama's local LLM models and MCP-compatible applications.,https://smithery.ai/server/@rawveg/ollama-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate external data and tools with language models.,https://smithery.ai/server/@qq1073036643/mcpserver,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,2gether,Enhance your applications with seamless integration of external data and tools. Access and manipulate real-world resources dynamically to enrich user interactions and automate workflows. Empower your agents to perform complex tasks effortlessly with our standardized protocol.,https://smithery.ai/server/@8bitsats/ntogethernow,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,OpenRouter MCP Server,"Access various AI models through a unified, type-safe interface with built-in caching, rate limiting, and error handling. Integrate seamlessly with OpenRouter.ai's diverse model ecosystem to enhance your applications with powerful AI capabilities.",https://smithery.ai/server/@palolxx/openrouteraitest1,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,systemprompt-mcp-gmail,"Enable searching, reading, deleting, and sending emails from your Gmail account using an AI Agent.",https://smithery.ai/server/@Ejb503/systemprompt-mcp-gmail,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Perplexity MCP Server,Enable web searching capabilities using Perplexity AI.,https://smithery.ai/server/@spragginsdesigns/perplexity-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,CodeSavant,"CodeSavant provides code manipulation, execution, and version control capabilities, allowing AI assistants to read, write, and execute code while maintaining a change history.",https://smithery.ai/server/mcp-codesavant,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Unified Server,"Enable Claude to interact with various external systems and tools seamlessly. Perform file operations, automate browser tasks, and access APIs to enhance your AI's capabilities. Build custom tools tailored to your specific needs with ease.",https://smithery.ai/server/@getfounded/mcptoolkit,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,ORTools Constraint Solver,MCP server integrating Google's OR-Tools for constraint solving with LLMs.,https://smithery.ai/server/mcp-ortools,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Yet Another Unity MCP,"Enable AI agents to control and interact with Unity in real-time. Execute C# code, query the Unity Editor state, and modify GameObject properties seamlessly. Enhance your game development workflow with AI-driven tools and templates.",https://smithery.ai/server/@Azreal42/YetAnotherUnityMcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Deepseek Thinker,Provide reasoning capabilities using Deepseek's thought processes.,https://smithery.ai/server/@ruixingshi/deepseek-thinker-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Slim MCP,"Provide a modular API service that integrates various tools for AI agents and automated workflows. Enhance your applications with features like weather updates, task management, and email sending through a consistent RESTful interface.",https://smithery.ai/server/@webdevtodayjason/slim-MCP,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,HubSpot Integration Server,Connect your AI assistants directly to your HubSpot CRM data. Perform common HubSpot tasks through natural language commands and access real-time information from your HubSpot instance. Simplify your CRM operations and enhance your AI capabilities with seamless integration.,https://smithery.ai/server/@lkm1developer/hubspot-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Resources,Building the operating system for AI,https://smithery.ai/,,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Iaptic,"Interact with the Iaptic API to access customer, purchase, transaction data, and statistics.",https://smithery.ai/server/mcp-server-iaptic,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Ollama MCP Server,"Integrate Ollama's local LLM capabilities into your applications seamlessly. Access a full range of Ollama functionalities through a clean MCP interface, enabling model management and execution with ease. Enjoy the benefits of running AI models locally while maintaining control and privacy.",https://smithery.ai/server/@NightTrek/Ollama-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Titan Memory Server,"This tool is a cutting-edge memory engine that blends real-time learning, persistent three-tier context awareness, and seamless LLM integration to continuously evolve and enrich your AI’s intelligence.",https://smithery.ai/server/@henryhawke/mcp-titan,Remote,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Smithery MCP Server,Integrate and manipulate data seamlessly with external tools and resources.,https://smithery.ai/server/@wangzheng422/smithery-mcp-02,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,glassBead-thinks,"Provide advanced problem-solving capabilities for AI assistants. Model Context Protocol's ""sequentialthinking"" server with additional mental models and systematic debugging approaches.",https://smithery.ai/server/@waldzellai/mcp-servers,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AI SQL Assistant,"Interact with SQLite databases using natural language. Ask questions or give instructions in plain English, and let the AI generate and execute the appropriate SQL queries for you. Enjoy formatted results and clear error handling to enhance your data exploration experience.",https://smithery.ai/server/@narinzar/agents_sql_mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Greenwhales-based AI Tool,Enhance your smart manufacturing processes with intelligent automation and data-driven insights. Leverage advanced AI capabilities to optimize operations and improve efficiency. Transform your manufacturing environment into a smart ecosystem with our innovative solutions.,https://smithery.ai/server/@weda-tech/gw-ai4sm,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,WithSeismic MCP,Enable seamless integration of AI models with powerful tools and prompts. Focus on building innovative features without the hassle of infrastructure management. Experience rapid development with auto-registration and type safety in TypeScript.,https://smithery.ai/server/@dougwithseismic/withseismic-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server TypeScript Template,Create and customize your own Model Context Protocol servers using TypeScript. Leverage this template to implement tools and operations that enhance AI model interactions with external resources. Start building your server quickly with a structured setup and clear examples.,https://smithery.ai/server/@minimind-org/mcp-server-typescript-template,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Xcode MCP Server,"Build and test Xcode projects directly from your AI assistants. Trigger builds, run tests, and access logs in real-time through a standardized interface, enhancing your development workflow with automation.",https://smithery.ai/server/@PolarVista/Xcode-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Virtual Traveling Bot,"Create immersive travel experiences by instructing an avatar to navigate Google Maps. Report on the journey's progress with real-time updates and photos, enhancing your virtual exploration. Engage with a unique travel narrative that integrates social media interactions seamlessly.",https://smithery.ai/server/@mfukushim/map-traveler-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AI Agent Marketplace Index Search Server,Search for AI agents by keywords or categories to find the right tools for your needs. Monitor web traffic performance and access comprehensive metrics for available AI agents. Easily list your AI agents in the marketplace with a robust API.,https://smithery.ai/server/@AI-Agent-Hub/ai-agent-marketplace-index-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Durs1111,Enhance your applications with dynamic data integration and real-time context manipulation. Utilize powerful tools and resources to streamline workflows and improve user interactions. Experience seamless connectivity with external data sources and APIs for enriched functionality.,https://smithery.ai/server/@Durs1111/durs1111,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Story MCP Hub,Enable AI agents to seamlessly interact with blockchain data and Story Protocol's SDK. Access tools for querying blockchain information and managing IP assets efficiently. Simplify your development process with a unified environment for various MCP services.,https://smithery.ai/server/@piplabs/story-mcp-hub,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP SSE Server,Host a secure MCP server on Google Cloud Run to enable your team to access real-time data and tools. Simplify your integration process with minimal configuration and leverage Google Cloud's IAM for secure access. Start using your MCP server immediately without waiting for full authentication features.,https://smithery.ai/server/@the-freetech-company/mcp-sse-authenticated-cloud-run,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Crawlab MCP Server,"Enable AI applications to seamlessly manage and interact with Crawlab's features through natural language. Simplify spider and task management, file operations, and resource access with a standardized interface. Enhance your AI capabilities by integrating Crawlab's powerful functionalities effortlessly.",https://smithery.ai/server/@crawlab-team/crawlab-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate your applications with external data and tools seamlessly. Enhance your workflows by allowing LLMs to interact with real-world resources and perform actions dynamically. Simplify the process of building intelligent applications with standardized protocols for data access and manipulation.,https://smithery.ai/server/@Ujjawal-Rajput/codecommit-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP2Lambda,Bridge generative AI models with AWS Lambda functions.,https://smithery.ai/server/@danilop/mcp2lambda,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Paybyrd AI Agent Toolkit,"Integrate payment processing capabilities into your AI assistants. Enable seamless payment operations like creating payment links, processing refunds, and retrieving order information through a simple API. Enhance your AI models with robust payment functionalities effortlessly.",https://smithery.ai/server/@paybyrd/ai-agent-claude,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Perplexity-researcher-mcp,Utilize advanced API capabilities to enhance your coding experience.,https://smithery.ai/server/@DaInfernalCoder/perplexity-mcp,Remote,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Resources,Building the operating system for AI,https://smithery.ai/,,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Smithery MCP,Integrate external data and tools with your LLM applications.,https://smithery.ai/server/@0xcathiefish/mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Kobold MCP Server,Integrate KoboldAI's text generation capabilities with MCP-compatible applications.,https://smithery.ai/server/@PhialsBasement/KoboldCPP-MCP-Server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Dify MCP Server,Integrate and invoke Dify workflows seamlessly in your applications. Utilize the power of the Model Context Protocol to enhance your workflows with easy access to tools and resources. Get started quickly with automated installation or manual setup to fit your needs.,https://smithery.ai/server/@nesingwary-safari/dify_mcp_server_test,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,RootData MCP Server,"Integrate cryptocurrency and blockchain project data into your AI assistants. Access project details, organization information, and search results directly through the MCP interface.",https://smithery.ai/server/@jincai/rootdata-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate your applications with real-world data and tools seamlessly. Enhance your LLM capabilities by accessing files, databases, and APIs in a standardized way. Empower your agents to perform actions and retrieve information dynamically.",https://smithery.ai/server/@believemhx/mcp-servers,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Data Product Hackathon Server,Empower your data-driven applications with seamless integration of tools and resources. Access and manipulate real-world data effortlessly while enhancing your workflows. Experience a standardized approach to bridging language models with external contexts.,https://smithery.ai/server/@danoriordan/dataproducthackathon,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex interactions and automate tasks with a standardized protocol.",https://smithery.ai/server/@dsupina/dsupina-github-io,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Magic AI Agent,"Create beautiful, modern UI components instantly through natural language descriptions. Integrate seamlessly with popular IDEs to streamline your UI development workflow. Experience real-time previews and full TypeScript support for type-safe development.",https://smithery.ai/server/@oyasimi1209/magic-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Renjun's MCP Server,"Integrate your applications with real-world data and tools seamlessly. Access files, databases, and APIs while leveraging the power of language models to enhance your workflows. Simplify complex operations and improve productivity with standardized interactions.",https://smithery.ai/server/@renjunchi/renjunchi,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Flowise Integration,Integrate with the Flowise API to manage chatflows and create predictions.,https://smithery.ai/server/@andydukes/mcp-flowise,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Cursor MCP,Enhance your applications with dynamic data integration and real-time context manipulation. Leverage powerful tools and resources to interact with external data seamlessly. Empower your agents to perform complex tasks with ease and efficiency.,https://smithery.ai/server/@clarenceki/cursor-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Replicate Interface Server,"Access various AI models hosted on Replicate through a standardized interface. Generate images with customizable parameters and optimize outputs seamlessly. Stay tuned for upcoming features like text and video generation, enhancing your creative capabilities.",https://smithery.ai/server/@tzafrir/mcp-server-replicate,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Test Run,Test and validate the functionalities of the Model Context Protocol. Ensure seamless integration and performance of LLM applications with external data and tools.,https://smithery.ai/server/@orange-fruit01/MCP-Test-Run,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server,Integrate external data and tools with LLMs seamlessly.,https://smithery.ai/server/@jevy/mcp_servers,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,7s7s7s,Explore and enhance your understanding of Language Models and Prompt Engineering. Collaborate on innovative projects to deepen your knowledge and skills in the field. Join a community focused on learning and sharing insights about cutting-edge technologies.,https://smithery.ai/server/@7s7s7s/s7s7s7,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,AI Vision MCP Server,Capture and analyze website screenshots with AI-powered visual analysis. Generate comprehensive UI/UX reports and maintain context across multiple analysis steps for enhanced debugging. Streamline your visual testing process with precise file operations and automated insights.,https://smithery.ai/server/@samihalawa/mcp-server-ai-vision,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,HubSpot MCP Server,"Integrate your AI models with HubSpot CRM data and operations seamlessly. Access and manage HubSpot contacts, companies, and engagements through a standardized interface. Enhance your workflows by leveraging real-time HubSpot data in your applications.",https://smithery.ai/server/@SheffieldP/hubspot_mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Server Test,Test and validate the functionalities of the Model Context Protocol. Ensure seamless integration of LLMs with external data and tools for enhanced performance.,https://smithery.ai/server/@barlanyado/mcp-server-test,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,mcp服务,Provide seamless integration of external data and tools with your language models. Enhance your applications by allowing them to interact with real-world resources and perform actions dynamically.,https://smithery.ai/server/@ly729027676/mcp-serve-weather,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Schwab Model Context Protocol Server,"Expose Schwab API functionality through a standardized protocol. Retrieve account information, stock quotes, and transaction history seamlessly. Integrate effortlessly with Large Language Models to enhance your financial applications.",https://smithery.ai/server/@jkoelker/schwab-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Resources,Building the operating system for AI,https://smithery.ai/,,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Large Language Model Communication Language,"Streamline communication between AI systems with a specialized language that reduces token usage and enhances semantic clarity. Optimize your LLM interactions for efficiency and precision, enabling faster and more effective information exchange. Transform how AI models collaborate and share knowledge seamlessly.",https://smithery.ai/server/@jinruoxinchen/llm-communication-language,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Just Prompt,"Unify your interactions with multiple LLM providers through a single API. Send prompts from strings or files, and receive responses in markdown format, all while managing multiple models in parallel. Simplify your workflow and enhance productivity with seamless integration of various AI models.",https://smithery.ai/server/@disler/just-prompt,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,CucumberStudio MCP Server,Fetch and manipulate CucumberStudio data seamlessly with AI. Enable your applications to generate and modify test scenarios and features using the CucumberStudio API. Enhance your AI capabilities by integrating with CucumberStudio's rich context and resources.,https://smithery.ai/server/@rizaqpratama/mcp-cucumberstudio,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Grok Plugin,"Leverage Grok AI's capabilities for chat, image analysis, and function calling directly within your applications. Enhance user interactions with intelligent responses and visual understanding. Integrate seamlessly with Cline for a powerful AI experience.",https://smithery.ai/server/@Bob-lance/grok-mcp,Local,
